Time,ID,D0,D1,D2,D3,D4,D5,D6,D7,Class
Z(1708496770.647304),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.647559),200,0C,0,0,0,0,0,0,0,R
Z(1708496770.647865),260,1,17,0,30,3,AE,69,0A,R
Z(1708496770.648027),329,84,96,79,0C,11,2A,0,0C,R
Z(1708496770.648383),0,0,0,0,0,0,0,0,0,T
Z(1708496770.654236),2B0,35,FF,0,7,67,FD,BD,0,R
Z(1708496770.654996),0,0,0,0,0,0,0,0,0,T
Z(1708496770.655816),0,0,0,0,0,0,0,0,0,T
Z(1708496770.655824),0,0,0,0,0,0,0,0,0,T
Z(1708496770.656153),0,0,0,0,0,0,0,0,0,T
Z(1708496770.656702),0,0,0,0,0,0,0,0,0,T
Z(1708496770.657306),316,31,17,38,0D,17,18,0,7F,R
Z(1708496770.657587),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.657592),200,0C,0,0,0,0,0,0,0,R
Z(1708496770.658037),260,1,17,0,30,3,AE,69,19,R
Z(1708496770.658045),329,84,96,79,0C,11,2A,0,0C,R
Z(1708496770.664641),2B0,35,FF,0,7,98,2A,0,0C,R
Z(1708496770.667162),316,31,17,38,0D,17,18,0,7F,R
Z(1708496770.667393),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.667554),200,0C,0,0,0,0,0,0,0,R
Z(1708496770.667864),260,1,17,0,30,3,AE,69,28,R
Z(1708496770.668022),329,84,96,79,0C,11,2A,0,0C,R
Z(1708496770.668374),0,0,0,0,0,0,0,0,0,T
Z(1708496770.668541),0,0,0,0,0,0,0,0,0,T
Z(1708496770.668864),545,B8,0,0,8A,0,0,0,0,R
Z(1708496770.669066),547,2,0,72,9C,93,3A,E6,2,R
Z(1708496770.675080),2B0,35,FF,0,7,89,3A,E6,2,R
Z(1708496770.675706),0,0,0,0,0,0,0,0,0,T
Z(1708496770.675713),0,0,0,0,0,0,0,0,0,T
Z(1708496770.676080),0,0,0,0,0,0,0,0,0,T
Z(1708496770.676624),0,0,0,0,0,0,0,0,0,T
Z(1708496770.677095),0,0,0,0,0,0,0,0,0,T
Z(1708496770.677102),316,31,17,38,0D,17,18,0,7F,R
Z(1708496770.677283),200,0C,0,0,0,0,0,0,7F,R
Z(1708496770.677766),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.677774),260,1,17,0,30,3,AE,69,37,R
Z(1708496770.678185),329,84,96,79,0C,11,2A,0,0C,R
Z(1708496770.684296),553,0,0,0,0,1,0,0,0,R
Z(1708496770.685467),2B0,35,FF,0,7,BA,0,0,0,R
Z(1708496770.687275),316,31,17,36,0D,17,18,0,7F,R
Z(1708496770.687707),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.687714),200,0C,0,0,0,0,0,0,0,R
Z(1708496770.687963),260,1,17,0,30,3,AE,69,0A,R
Z(1708496770.688152),329,84,96,79,0C,11,2A,0,0C,R
Z(1708496770.689041),0,0,0,0,0,0,0,0,0,T
Z(1708496770.694066),0,0,0,0,0,0,0,0,0,T
Z(1708496770.695703),0,0,0,0,0,0,0,0,0,T
Z(1708496770.695709),2B0,35,FF,0,7,AB,0,0,0,R
Z(1708496770.696047),0,0,0,0,0,0,0,0,0,T
Z(1708496770.696262),0,0,0,0,0,0,0,0,0,T
Z(1708496770.696574),0,0,0,0,0,0,0,0,0,T
Z(1708496770.697737),316,31,17,36,0D,17,18,0,7F,R
Z(1708496770.697959),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.698125),200,0C,0,0,0,0,0,0,0,R
Z(1708496770.698385),260,1,17,0,30,3,AE,69,19,R
Z(1708496770.698577),329,D1,96,79,0C,11,2A,0,0C,R
Z(1708496770.706084),2B0,35,FF,0,7,DC,2A,0,0C,R
Z(1708496770.707162),316,31,17,36,0D,17,18,0,7F,R
Z(1708496770.707434),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.707441),200,0C,0,0,0,0,0,0,0,R
Z(1708496770.707928),260,1,17,0,30,3,AE,69,28,R
Z(1708496770.707935),329,D1,96,79,0C,11,2A,0,0C,R
Z(1708496770.709683),0,0,0,0,0,0,0,0,0,T
Z(1708496770.714223),0,0,0,0,0,0,0,0,0,T
Z(1708496770.715734),0,0,0,0,0,0,0,0,0,T
Z(1708496770.715741),0,0,0,0,0,0,0,0,0,T
Z(1708496770.716035),0,0,0,0,0,0,0,0,0,T
Z(1708496770.716333),2B0,35,FF,0,7,CD,40,0,80,R
Z(1708496770.716560),0,0,0,0,0,0,0,0,0,T
Z(1708496770.717313),316,31,17,36,0D,17,18,0,7F,R
Z(1708496770.717320),18F,0,35,17,0,0,55,0,0,R
Z(1708496770.717733),200,0C,0,0,0,0,0,0,0,R
Z(1708496770.717739),260,1,17,0,30,3,AE,69,37,R
Z(1708496770.718235),329,D1,96,79,0C,11,2A,0,0C,R
Z(1708496770.718242),0,0,0,0,0,0,0,0,0,T
Z(1708496770.726976),2B0,35,FF,0,7,FE,0,0,4C,R
Z(1708496770.727690),316,31,17,2E,0D,17,18,0,7F,R
Z(1708496770.727695),18F,0,35,17,0,0,55,0,0,R
Z(1708496770.727918),200,0C,0,0,0,0,0,0,0,R
Z(1708496770.728193),260,1,17,0,30,3,AE,69,0A,R
Z(1708496770.728413),329,D1,96,79,0C,11,2A,0,0C,R
Z(1708496770.730351),0,0,0,0,0,0,0,0,0,T
Z(1708496770.734021),0,0,0,0,0,0,0,0,0,T
Z(1708496770.734253),556,32,6A,36,0D,0,24,0,2,R
Z(1708496770.734406),50C,0,0,0,0,4,0,0,68,R
Z(1708496770.734694),557,77,7B,80,80,1D,0,0,0,R
Z(1708496770.735597),0,0,0,0,0,0,0,0,0,T
Z(1708496770.735800),0,0,0,0,0,0,0,0,0,T
Z(1708496770.736052),0,0,0,0,0,0,0,0,0,T
Z(1708496770.736601),0,0,0,0,0,0,0,0,0,T
Z(1708496770.736891),500,3D,10,A5,82,83,0,0,B4,R
Z(1708496770.736895),2B0,35,FF,0,7,EF,0,0,B4,R
Z(1708496770.737286),316,31,17,2C,0D,17,18,0,7F,R
Z(1708496770.737675),18F,0,35,17,0,0,55,0,0,R
Z(1708496770.737683),200,0B,0,0,0,0,0,0,0,R
Z(1708496770.737876),260,1,17,0,30,3,AE,69,19,R
Z(1708496770.738220),329,D1,96,79,0C,11,2A,0,0C,R
Z(1708496770.744243),541,3,0,0,0,0,0,0,1,R
Z(1708496770.747156),316,31,17,2C,0D,17,18,0,7F,R
Z(1708496770.747368),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.747568),200,0B,0,0,0,0,0,0,0,R
Z(1708496770.747909),260,1,17,0,30,3,AE,69,28,R
Z(1708496770.747915),2B0,35,FF,0,7,10,AE,69,28,R
Z(1708496770.748235),329,D1,96,79,0C,11,2A,0,0C,R
Z(1708496770.751069),0,0,0,0,0,0,0,0,0,T
Z(1708496770.755006),0,0,0,0,0,0,0,0,0,T
Z(1708496770.755712),0,0,0,0,0,0,0,0,0,T
Z(1708496770.755719),0,0,0,0,0,0,0,0,0,T
Z(1708496770.756093),0,0,0,0,0,0,0,0,0,T
Z(1708496770.756614),0,0,0,0,0,0,0,0,0,T
Z(1708496770.757245),316,31,17,2C,0D,17,18,0,7F,R
Z(1708496770.757650),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.757656),200,0B,0,0,0,0,0,0,0,R
Z(1708496770.757978),260,1,17,0,30,3,AE,69,37,R
Z(1708496770.757984),2B0,35,FF,0,7,1,AE,69,37,R
Z(1708496770.758420),329,0F,96,79,0C,11,2A,0,0C,R
Z(1708496770.767691),316,31,17,32,0D,17,18,0,7F,R
Z(1708496770.767700),200,0B,0,0,0,0,0,0,7F,R
Z(1708496770.768031),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.768308),260,1,17,0,30,3,AE,69,0A,R
Z(1708496770.768313),2B0,35,FF,0,7,32,AE,69,0A,R
Z(1708496770.768631),329,0F,96,79,0C,11,2A,0,0C,R
Z(1708496770.769040),0,0,0,0,0,0,0,0,0,T
Z(1708496770.769047),545,B8,0,0,89,0,0,0,0,R
Z(1708496770.769359),547,2,0,72,9C,93,3A,E6,2,R
Z(1708496770.771808),0,0,0,0,0,0,0,0,0,T
Z(1708496770.775626),0,0,0,0,0,0,0,0,0,T
Z(1708496770.775847),0,0,0,0,0,0,0,0,0,T
Z(1708496770.776043),0,0,0,0,0,0,0,0,0,T
Z(1708496770.776506),0,0,0,0,0,0,0,0,0,T
Z(1708496770.776974),0,0,0,0,0,0,0,0,0,T
Z(1708496770.777443),316,31,17,34,0D,17,18,0,7F,R
Z(1708496770.777450),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.777758),200,0B,0,0,0,0,0,0,0,R
Z(1708496770.777969),260,1,17,0,30,3,AE,69,19,R
Z(1708496770.778296),329,0F,96,79,0C,11,2A,0,0C,R
Z(1708496770.778522),2B0,35,FF,0,7,23,2A,0,0C,R
Z(1708496770.787174),316,31,17,34,0D,17,18,0,7F,R
Z(1708496770.787476),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.787483),200,0B,0,0,0,0,0,0,0,R
Z(1708496770.787919),260,1,17,0,30,3,AE,69,28,R
Z(1708496770.787927),329,0F,96,79,0C,11,2A,0,0C,R
Z(1708496770.788894),2B0,35,FF,0,7,54,2A,0,0C,R
Z(1708496770.792524),0,0,0,0,0,0,0,0,0,T
Z(1708496770.794078),0,0,0,0,0,0,0,0,0,T
Z(1708496770.795739),0,0,0,0,0,0,0,0,0,T
Z(1708496770.795747),0,0,0,0,0,0,0,0,0,T
Z(1708496770.795920),0,0,0,0,0,0,0,0,0,T
Z(1708496770.796486),0,0,0,0,0,0,0,0,0,T
Z(1708496770.798072),316,31,17,30,0D,17,18,0,7F,R
Z(1708496770.798281),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.798691),200,0B,0,0,0,0,0,0,0,R
Z(1708496770.798696),260,1,17,0,30,3,AE,69,37,R
Z(1708496770.798910),329,0F,96,79,0C,11,2A,0,0C,R
Z(1708496770.799231),2B0,35,FF,0,7,45,2A,0,0C,R
Z(1708496770.807239),316,31,17,2E,0D,17,18,0,7F,R
Z(1708496770.807472),18F,0,35,17,0,0,55,0,0,R
Z(1708496770.807656),200,0B,0,0,0,0,0,0,0,R
Z(1708496770.807888),260,1,17,0,30,3,AE,69,0A,R
Z(1708496770.808087),329,0F,96,79,0C,11,2A,0,0C,R
Z(1708496770.809538),2B0,35,FF,0,7,76,2A,0,0C,R
Z(1708496770.813221),0,0,0,0,0,0,0,0,0,T
Z(1708496770.814325),0,0,0,0,0,0,0,0,0,T
Z(1708496770.815776),0,0,0,0,0,0,0,0,0,T
Z(1708496770.815784),0,0,0,0,0,0,0,0,0,T
Z(1708496770.816168),0,0,0,0,0,0,0,0,0,T
Z(1708496770.816466),0,0,0,0,0,0,0,0,0,T
Z(1708496770.817504),316,31,17,2E,0D,17,18,0,7F,R
Z(1708496770.817512),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.817840),200,0B,0,0,0,0,0,0,0,R
Z(1708496770.818158),260,1,17,0,30,3,AE,69,19,R
Z(1708496770.818164),329,4F,96,79,0C,11,2A,0,0C,R
Z(1708496770.818576),0,0,0,0,0,0,0,0,0,T
Z(1708496770.820022),2B0,35,FF,0,7,67,0,0,C4,R
Z(1708496770.827756),559,0,0,0,0,0,0,0,0,R
Z(1708496770.827993),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.828011),200,0B,0,0,0,0,0,0,0,R
Z(1708496770.828021),260,1,17,0,30,3,AE,69,28,R
Z(1708496770.828038),316,31,17,2E,0D,17,18,0,7F,R
Z(1708496770.828479),329,4F,96,79,0C,11,2A,0,0C,R
Z(1708496770.830780),2B0,35,FF,0,7,98,2A,0,0C,R
Z(1708496770.832762),556,32,6A,36,0D,0,24,0,2,R
Z(1708496770.832770),557,76,7B,80,80,1D,0,0,0,R
Z(1708496770.833972),0,0,0,0,0,0,0,0,0,T
Z(1708496770.833978),0,0,0,0,0,0,0,0,0,T
Z(1708496770.834253),50C,0,0,0,0,4,0,0,78,R
Z(1708496770.835703),0,0,0,0,0,0,0,0,0,T
Z(1708496770.836018),0,0,0,0,0,0,0,0,0,T
Z(1708496770.836023),0,0,0,0,0,0,0,0,0,T
Z(1708496770.836445),0,0,0,0,0,0,0,0,0,T
Z(1708496770.836873),500,3D,10,F5,82,83,0,0,E4,R
Z(1708496770.837297),316,31,17,2E,0D,17,18,0,7F,R
Z(1708496770.837490),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.837943),200,8,0,0,0,0,0,0,0,R
Z(1708496770.838107),260,1,17,0,30,3,AE,69,37,R
Z(1708496770.838339),329,4F,97,79,0C,11,2A,0,0C,R
Z(1708496770.840697),2B0,35,FF,0,7,89,2A,0,0C,R
Z(1708496770.844364),541,3,0,0,0,0,0,0,1,R
Z(1708496770.844701),52A,0,0,0,0,6,0,0,0,R
Z(1708496770.847784),316,31,17,2C,0D,17,18,0,7F,R
Z(1708496770.847794),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.847799),200,8,0,0,0,0,0,0,0,R
Z(1708496770.847803),260,1,17,0,30,3,AE,6B,8,R
Z(1708496770.848221),329,4F,97,79,0C,11,2A,0,0C,R
Z(1708496770.851153),2B0,35,FF,0,7,BA,2A,0,0C,R
Z(1708496770.855047),0,0,0,0,0,0,0,0,0,T
Z(1708496770.855063),0,0,0,0,0,0,0,0,0,T
Z(1708496770.855913),0,0,0,0,0,0,0,0,0,T
Z(1708496770.855922),0,0,0,0,0,0,0,0,0,T
Z(1708496770.856410),0,0,0,0,0,0,0,0,0,T
Z(1708496770.856422),0,0,0,0,0,0,0,0,0,T
Z(1708496770.857369),316,31,17,2C,0D,17,18,0,7F,R
Z(1708496770.857684),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.857689),200,8,0,0,0,0,0,0,0,R
Z(1708496770.858105),260,1,17,0,30,3,AE,6B,17,R
Z(1708496770.858111),329,4F,97,79,0C,11,2A,0,0C,R
Z(1708496770.861569),2B0,35,FF,0,7,AB,2A,0,0C,R
Z(1708496770.867743),316,31,17,26,0D,17,18,0,7F,R
Z(1708496770.868037),329,4F,97,79,0C,11,2A,0,0C,R
Z(1708496770.868232),545,B8,0,0,89,0,0,0,0,R
Z(1708496770.868578),18F,0,35,17,0,0,55,0,0,R
Z(1708496770.868583),200,8,0,0,0,0,0,0,0,R
Z(1708496770.868980),260,1,17,0,30,3,AE,6B,26,R
Z(1708496770.869178),0,0,0,0,0,0,0,0,0,T
Z(1708496770.869423),547,2,0,72,9C,93,3A,E6,2,R
Z(1708496770.872005),2B0,35,FF,0,7,DC,3A,E6,2,R
Z(1708496770.875835),0,0,0,0,0,0,0,0,0,T
Z(1708496770.875841),0,0,0,0,0,0,0,0,0,T
Z(1708496770.876108),0,0,0,0,0,0,0,0,0,T
Z(1708496770.876792),0,0,0,0,0,0,0,0,0,T
Z(1708496770.876800),0,0,0,0,0,0,0,0,0,T
Z(1708496770.876805),0,0,0,0,0,0,0,0,0,T
Z(1708496770.877190),316,31,17,26,0D,17,18,0,7F,R
Z(1708496770.877470),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.877475),200,8,0,0,0,0,0,0,0,R
Z(1708496770.877952),260,1,17,0,30,3,AE,6B,35,R
Z(1708496770.877960),329,84,97,79,0C,11,2A,0,0C,R
Z(1708496770.882441),2B0,35,FF,0,7,CD,2A,0,0C,R
Z(1708496770.884283),553,0,0,0,0,1,0,0,0,R
Z(1708496770.887447),316,31,17,26,0D,17,18,0,7F,R
Z(1708496770.887453),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.887553),200,8,0,0,0,0,0,0,0,R
Z(1708496770.887965),260,1,17,0,30,3,AE,6B,8,R
Z(1708496770.887973),329,84,97,79,0C,11,2A,0,0C,R
Z(1708496770.892736),2B0,35,FF,0,7,FE,2A,0,0C,R
Z(1708496770.894136),0,0,0,0,0,0,0,0,0,T
Z(1708496770.895786),0,0,0,0,0,0,0,0,0,T
Z(1708496770.895793),0,0,0,0,0,0,0,0,0,T
Z(1708496770.896092),0,0,0,0,0,0,0,0,0,T
Z(1708496770.896475),0,0,0,0,0,0,0,0,0,T
Z(1708496770.896482),0,0,0,0,0,0,0,0,0,T
Z(1708496770.897383),316,31,17,26,0D,17,18,0,7F,R
Z(1708496770.897650),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.897657),200,8,0,0,0,0,0,0,0,R
Z(1708496770.897961),260,1,17,0,30,3,AE,6B,17,R
Z(1708496770.898303),329,84,97,79,0C,11,2A,0,0C,R
Z(1708496770.903158),2B0,35,FF,0,7,EF,2A,0,0C,R
Z(1708496770.907545),316,31,17,30,0D,17,18,0,7F,R
Z(1708496770.907554),18F,0,35,17,0,0,55,0,0,R
Z(1708496770.907558),200,8,0,0,0,0,0,0,0,R
Z(1708496770.908089),260,1,17,0,30,3,AE,6B,26,R
Z(1708496770.908095),329,84,97,79,0C,11,2A,0,0C,R
Z(1708496770.913424),2B0,35,FF,0,7,10,2A,0,0C,R
Z(1708496770.914338),0,0,0,0,0,0,0,0,0,T
Z(1708496770.915650),0,0,0,0,0,0,0,0,0,T
Z(1708496770.915901),0,0,0,0,0,0,0,0,0,T
Z(1708496770.916098),0,0,0,0,0,0,0,0,0,T
Z(1708496770.916407),0,0,0,0,0,0,0,0,0,T
Z(1708496770.917249),0,0,0,0,0,0,0,0,0,T
Z(1708496770.917256),260,1,17,0,30,3,AE,69,37,R
Z(1708496770.917619),200,8,0,0,0,0,0,69,37,R
Z(1708496770.917791),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.917994),316,31,17,34,0D,17,18,0,7F,R
Z(1708496770.918385),329,84,97,79,0C,11,2A,0,0C,R
Z(1708496770.918392),0,0,0,0,0,0,0,0,0,T
Z(1708496770.923834),2B0,35,FF,0,7,1,0,0,4C,R
Z(1708496770.927216),316,31,17,34,0D,17,18,0,7F,R
Z(1708496770.927469),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.927645),200,8,0,0,0,0,0,0,0,R
Z(1708496770.928003),260,1,17,0,30,3,AE,69,0A,R
Z(1708496770.928010),329,84,97,79,0C,11,2A,0,0C,R
Z(1708496770.931025),556,32,6A,26,0D,0,24,0,2,R
Z(1708496770.931032),557,76,7B,80,80,1D,0,0,0,R
Z(1708496770.934040),0,0,0,0,0,0,0,0,0,T
Z(1708496770.934045),2B0,35,FF,0,7,32,0,0,0,R
Z(1708496770.934440),50C,0,0,0,0,4,0,0,88,R
Z(1708496770.935800),0,0,0,0,0,0,0,0,0,T
Z(1708496770.935807),0,0,0,0,0,0,0,0,0,T
Z(1708496770.936124),0,0,0,0,0,0,0,0,0,T
Z(1708496770.936310),0,0,0,0,0,0,0,0,0,T
Z(1708496770.936863),500,3D,10,45,82,83,0,0,54,R
Z(1708496770.937766),0,0,0,0,0,0,0,0,0,T
Z(1708496770.938063),18F,0,35,17,0,0,55,0,0,R
Z(1708496770.938069),200,0C,0,0,0,0,0,0,0,R
Z(1708496770.938500),260,1,17,0,30,3,AE,69,19,R
Z(1708496770.938716),316,31,17,38,0D,17,18,0,7F,R
Z(1708496770.938931),329,D1,97,79,0C,11,2A,0,0C,R
Z(1708496770.944391),541,3,0,0,0,0,0,0,1,R
Z(1708496770.944603),2B0,35,FF,0,7,23,0,0,1,R
Z(1708496770.947701),316,31,17,38,0D,17,18,0,7F,R
Z(1708496770.947708),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.948045),200,0C,0,0,0,0,0,0,0,R
Z(1708496770.948294),260,1,17,0,30,3,AE,69,28,R
Z(1708496770.948474),329,D1,97,79,0C,11,2A,0,0C,R
Z(1708496770.954940),2B0,35,FF,0,7,54,2A,0,0C,R
Z(1708496770.954945),0,0,0,0,0,0,0,0,0,T
Z(1708496770.955732),0,0,0,0,0,0,0,0,0,T
Z(1708496770.955968),0,0,0,0,0,0,0,0,0,T
Z(1708496770.956144),0,0,0,0,0,0,0,0,0,T
Z(1708496770.956365),0,0,0,0,0,0,0,0,0,T
Z(1708496770.957326),316,31,17,38,0D,17,18,0,7F,R
Z(1708496770.957333),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.957598),200,0C,0,0,0,0,0,0,0,R
Z(1708496770.957954),260,1,17,0,30,3,AE,69,37,R
Z(1708496770.957961),329,D1,97,79,0C,11,2A,0,0C,R
Z(1708496770.958664),0,0,0,0,0,0,0,0,0,T
Z(1708496770.965339),2B0,35,FF,0,7,45,0C,CC,0,R
Z(1708496770.967294),316,31,17,38,0D,17,18,0,7F,R
Z(1708496770.967517),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.967687),200,0C,0,0,0,0,0,0,0,R
Z(1708496770.968042),260,1,17,0,30,3,AE,69,0A,R
Z(1708496770.968049),329,D1,97,79,0C,11,2A,0,0C,R
Z(1708496770.968500),0,0,0,0,0,0,0,0,0,T
Z(1708496770.968507),545,B8,0,0,88,0,0,0,0,R
Z(1708496770.968848),547,2,0,72,9C,93,3A,E6,2,R
Z(1708496770.975777),0,0,0,0,0,0,0,0,0,T
Z(1708496770.975783),2B0,35,FF,0,7,76,0,0,0,R
Z(1708496770.976055),0,0,0,0,0,0,0,0,0,T
Z(1708496770.976405),0,0,0,0,0,0,0,0,0,T
Z(1708496770.976638),0,0,0,0,0,0,0,0,0,T
Z(1708496770.977046),0,0,0,0,0,0,0,0,0,T
Z(1708496770.977765),316,31,17,3A,0D,17,18,0,7F,R
Z(1708496770.977771),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.977774),200,0C,0,0,0,0,0,0,0,R
Z(1708496770.977979),260,1,17,0,30,3,AE,69,19,R
Z(1708496770.978281),329,D1,97,79,0C,11,2A,0,0C,R
Z(1708496770.979309),0,0,0,0,0,0,0,0,0,T
Z(1708496770.986024),2B0,35,FF,0,7,67,0D,CD,0,R
Z(1708496770.987294),316,31,17,38,0D,17,18,0,7F,R
Z(1708496770.987300),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.987627),200,0C,0,0,0,0,0,0,0,R
Z(1708496770.987947),260,1,17,0,30,3,AE,69,28,R
Z(1708496770.987953),329,D1,97,79,0C,11,2A,0,0C,R
Z(1708496770.993990),0,0,0,0,0,0,0,0,0,T
Z(1708496770.995656),0,0,0,0,0,0,0,0,0,T
Z(1708496770.995908),0,0,0,0,0,0,0,0,0,T
Z(1708496770.996103),0,0,0,0,0,0,0,0,0,T
Z(1708496770.996292),0,0,0,0,0,0,0,0,0,T
Z(1708496770.996590),2B0,35,FF,0,7,98,0,0,80,R
Z(1708496770.997180),316,31,17,38,0D,17,18,0,7F,R
Z(1708496770.997420),18F,0,36,17,0,0,55,0,0,R
Z(1708496770.997612),200,0C,0,0,0,0,0,0,0,R
Z(1708496770.997901),260,1,17,0,30,3,AE,69,37,R
Z(1708496770.998057),329,0F,97,79,0C,11,2A,0,0C,R
Z(1708496771.000005),0,0,0,0,0,0,0,0,0,T
Z(1708496771.006828),2B0,35,FF,0,7,89,0E,CE,0,R
Z(1708496771.007340),316,31,17,28,0D,17,18,0,7F,R
Z(1708496771.007569),18F,0,36,17,0,0,55,0,0,R
Z(1708496771.007809),200,0C,0,0,0,0,0,0,0,R
Z(1708496771.008013),260,1,17,0,30,3,AE,69,0A,R
Z(1708496771.008309),329,0F,97,79,0C,11,2A,0,0C,R
Z(1708496771.014252),0,0,0,0,0,0,0,0,0,T
Z(1708496771.015658),0,0,0,0,0,0,0,0,0,T
Z(1708496771.015956),0,0,0,0,0,0,0,0,0,T
Z(1708496771.015962),0,0,0,0,0,0,0,0,0,T
Z(1708496771.016363),0,0,0,0,0,0,0,0,0,T
Z(1708496771.017179),2B0,35,FF,0,7,BA,0,0,94,R
Z(1708496771.017821),316,31,17,28,0D,17,18,0,7F,R
Z(1708496771.018003),18F,0,36,17,0,0,55,0,0,R
Z(1708496771.018167),200,0C,0,0,0,0,0,0,0,R
Z(1708496771.018483),260,1,17,0,30,3,AE,69,19,R
Z(1708496771.018702),329,0F,97,79,0C,11,2A,0,0C,R
Z(1708496771.018960),0,0,0,0,0,0,0,0,0,T
Z(1708496771.020789),0,0,0,0,0,0,0,0,0,T
Z(1708496771.027012),559,0,0,0,0,0,0,0,0,R
Z(1708496771.027273),316,31,17,28,0D,17,18,0,7F,R
Z(1708496771.027469),260,1,17,0,30,3,AE,69,28,R
Z(1708496771.027721),18F,0,36,17,0,0,55,0,0,R
Z(1708496771.028036),200,0C,0,0,0,0,0,0,0,R
Z(1708496771.028041),2B0,35,FF,0,7,AB,0,0,0,R
Z(1708496771.028291),329,0F,97,79,0C,11,2A,0,0C,R
Z(1708496771.029743),556,32,6A,26,0D,0,24,0,2,R
Z(1708496771.030036),557,76,7B,80,80,1D,0,0,0,R
Z(1708496771.034099),0,0,0,0,0,0,0,0,0,T
Z(1708496771.034107),50C,0,0,0,0,4,0,0,98,R
Z(1708496771.035768),0,0,0,0,0,0,0,0,0,T
Z(1708496771.035777),0,0,0,0,0,0,0,0,0,T
Z(1708496771.036102),0,0,0,0,0,0,0,0,0,T
Z(1708496771.036357),0,0,0,0,0,0,0,0,0,T
Z(1708496771.036824),500,3D,10,95,82,83,0,0,84,R
Z(1708496771.037208),316,31,17,28,0D,17,18,0,7F,R
Z(1708496771.037384),18F,0,36,17,0,0,55,0,0,R
Z(1708496771.037770),200,0C,0,0,0,0,0,0,0,R
Z(1708496771.037998),260,1,17,0,30,3,AE,69,37,R
Z(1708496771.038004),2B0,35,FF,0,7,DC,AE,69,37,R
Z(1708496771.038281),329,0F,97,79,0C,11,2A,0,0C,R
Z(1708496771.042149),0,0,0,0,0,0,0,0,0,T
Z(1708496771.044411),541,3,0,0,0,0,0,0,1,R
Z(1708496771.044630),52A,0,0,0,0,6,0,0,0,R
Z(1708496771.047648),316,31,17,34,0D,17,18,0,7F,R
Z(1708496771.047654),18F,0,36,17,0,0,55,0,0,R
Z(1708496771.048112),200,0C,0,0,0,0,0,0,0,R
Z(1708496771.048118),260,1,17,0,30,3,AE,69,0A,R
Z(1708496771.048366),2B0,35,FF,0,7,CD,AE,69,0A,R
Z(1708496771.048647),329,0F,97,79,0C,11,2A,0,0C,R
Z(1708496771.055303),0,0,0,0,0,0,0,0,0,T
Z(1708496771.055852),0,0,0,0,0,0,0,0,0,T
Z(1708496771.055863),0,0,0,0,0,0,0,0,0,T
Z(1708496771.056352),0,0,0,0,0,0,0,0,0,T
Z(1708496771.056365),0,0,0,0,0,0,0,0,0,T
Z(1708496771.057348),316,31,17,36,0D,17,18,0,7F,R
Z(1708496771.057680),18F,0,36,17,0,0,55,0,0,R
Z(1708496771.057688),200,0C,0,0,0,0,0,0,0,R
Z(1708496771.058096),260,1,17,0,30,3,AE,69,19,R
Z(1708496771.058102),329,4F,97,79,0C,11,2A,0,0C,R
Z(1708496771.058810),2B0,35,FF,0,7,FE,2A,0,0C,R
Z(1708496771.062462),0,0,0,0,0,0,0,0,0,T
Z(1708496771.067331),316,31,17,36,0D,17,18,0,7F,R
Z(1708496771.067339),18F,0,36,17,0,0,55,0,0,R
Z(1708496771.067632),200,0C,0,0,0,0,0,0,0,R
Z(1708496771.068014),260,1,17,0,30,3,AE,69,28,R
Z(1708496771.068021),329,4F,97,79,0C,11,2A,0,0C,R
Z(1708496771.068372),0,0,0,0,0,0,0,0,0,T
Z(1708496771.068637),545,B8,0,0,8A,0,0,0,0,R
Z(1708496771.068921),547,2,0,72,9C,93,3A,E6,2,R
Z(1708496771.068926),2B0,35,FF,0,7,EF,3A,E6,2,R
Z(1708496771.075657),0,0,0,0,0,0,0,0,0,T
Z(1708496771.075891),0,0,0,0,0,0,0,0,0,T
Z(1708496771.076117),0,0,0,0,0,0,0,0,0,T
