Time,ID,D0,D1,D2,D3,D4,D5,D6,D7,Class
Z(1709970812.336747),106,0D,30,0,0,0,0,0,0,R
Z(1709970812.340738),280,0,0,4A,6A,0,0,0,0,R
Z(1709970812.342730),284,0,0,0,0,90,0,0,0,R
Z(1709970812.346724),106,0D,30,0,0,0,0,0,0,R
Z(1709970812.354999),197,0,0,0,0,0,0,0,0,R
Z(1709970812.356912),106,0D,30,0,0,0,0,0,0,R
Z(1709970812.366893),106,0D,1C,0,0,0,0,0,0,R
Z(1709970812.374741),0,0,0,0,0,0,0,0,0,T
Z(1709970812.377006),106,0D,1C,0,0,0,0,0,0,R
Z(1709970812.386772),0,0,0,0,0,0,0,0,0,T
Z(1709970812.394802),197,0,0,0,0,0,0,0,0,R
Z(1709970812.396750),0,0,0,0,0,0,0,0,0,T
Z(1709970812.400965),103,0,0,0,0,0,0,0,0,R
Z(1709970812.406737),106,0D,1C,0,0,0,0,0,0,R
Z(1709970812.414787),197,0,0,0,0,0,0,0,0,R
Z(1709970812.416848),106,0D,10,0,0,0,0,0,0,R
Z(1709970812.426778),106,0D,10,0,0,0,0,0,0,R
Z(1709970812.435104),197,0,0,0,0,0,0,0,0,R
Z(1709970812.436766),0,0,0,0,0,0,0,0,0,T
Z(1709970812.440776),280,0,0,4B,6A,0,0,0,0,R
Z(1709970812.442741),284,0,0,0,0,90,0,0,0,R
Z(1709970812.446755),106,0D,10,0,0,0,0,0,0,R
Z(1709970812.454771),197,0,0,0,0,0,0,0,0,R
Z(1709970812.456706),106,0D,10,0,0,0,0,0,0,R
Z(1709970812.466849),106,0D,1C,0,0,0,0,0,0,R
Z(1709970812.474748),197,0,0,0,0,0,0,0,0,R
Z(1709970812.476759),106,0D,1C,0,0,0,0,0,0,R
Z(1709970812.486826),0,0,0,0,0,0,0,0,0,T
Z(1709970812.494774),197,0,0,0,0,0,0,0,0,R
Z(1709970812.496808),106,0D,1C,0,0,0,0,0,0,R
Z(1709970812.500935),103,0,0,0,0,0,0,0,0,R
Z(1709970812.506764),106,0D,1C,0,0,0,0,0,0,R
Z(1709970812.514912),197,0,0,0,0,0,0,0,0,R
Z(1709970812.516746),0,0,0,0,0,0,0,0,0,T
Z(1709970812.526765),0,0,0,0,0,0,0,0,0,T
Z(1709970812.534727),197,0,0,0,0,0,0,0,0,R
Z(1709970812.536759),0,0,0,0,0,0,0,0,0,T
Z(1709970812.540756),280,0,0,4B,6A,0,0,0,0,R
Z(1709970812.542795),284,0,0,0,0,90,0,0,0,R
Z(1709970812.546770),106,0D,24,0,0,0,0,0,0,R
Z(1709970812.555487),197,0,0,0,0,0,0,0,0,R
Z(1709970812.556738),106,0D,18,0,0,0,0,0,0,R
Z(1709970812.566791),106,0D,18,0,0,0,0,0,0,R
Z(1709970812.574812),197,0,0,0,0,0,0,0,0,R
Z(1709970812.576837),0,0,0,0,0,0,0,0,0,T
Z(1709970812.586795),106,0D,18,0,0,0,0,0,0,R
Z(1709970812.594795),197,0,0,0,0,0,0,0,0,R
Z(1709970812.596801),106,0D,18,0,0,0,0,0,0,R
Z(1709970812.600938),103,0,0,0,0,0,0,0,0,R
Z(1709970812.606815),0,0,0,0,0,0,0,0,0,T
Z(1709970812.614777),197,0,0,0,0,0,0,0,0,R
Z(1709970812.616701),106,0D,20,0,0,0,0,0,0,R
Z(1709970812.626810),106,0D,20,0,0,0,0,0,0,R
Z(1709970812.634834),0,0,0,0,0,0,0,0,0,T
Z(1709970812.636800),106,0D,20,0,0,0,0,0,0,R
Z(1709970812.640821),280,0,0,4B,6A,0,0,0,0,R
Z(1709970812.642796),284,0,0,0,0,90,0,0,0,R
Z(1709970812.646801),0,0,0,0,0,0,0,0,0,T
Z(1709970812.654820),197,0,0,0,0,0,0,0,0,R
Z(1709970812.656799),106,0D,30,0,0,0,0,0,0,R
Z(1709970812.666876),0,0,0,0,0,0,0,0,0,T
Z(1709970812.674825),197,0,0,0,0,0,0,0,0,R
Z(1709970812.676853),0,0,0,0,0,0,0,0,0,T
Z(1709970812.686812),106,0D,30,0,0,0,0,0,0,R
Z(1709970812.694831),197,0,0,0,0,0,0,0,0,R
Z(1709970812.696821),0,0,0,0,0,0,0,0,0,T
Z(1709970812.700953),103,0,0,0,0,0,0,0,0,R
Z(1709970812.706838),106,0D,38,0,0,0,0,0,0,R
Z(1709970812.714838),197,0,0,0,0,0,0,0,0,R
Z(1709970812.716819),106,0D,38,0,0,0,0,0,0,R
Z(1709970812.726863),106,0D,38,0,0,0,0,0,0,R
Z(1709970812.734867),197,0,0,0,0,0,0,0,0,R
Z(1709970812.736841),106,0D,38,0,0,0,0,0,0,R
Z(1709970812.740849),0,0,0,0,0,0,0,0,0,T
Z(1709970812.742867),284,0,0,0,0,90,0,0,0,R
Z(1709970812.746853),106,0D,44,0,0,0,0,0,0,R
Z(1709970812.756211),197,0,0,0,0,0,0,0,0,R
Z(1709970812.756929),106,0D,44,0,0,0,0,0,0,R
Z(1709970812.766870),106,0D,44,0,0,0,0,0,0,R
Z(1709970812.774891),197,0,0,0,0,0,0,0,0,R
Z(1709970812.776862),106,0D,44,0,0,0,0,0,0,R
Z(1709970812.786802),106,0D,44,0,0,0,0,0,0,R
Z(1709970812.794863),197,0,0,0,0,0,0,0,0,R
Z(1709970812.796845),0,0,0,0,0,0,0,0,0,T
Z(1709970812.800957),103,0,0,0,0,0,0,0,0,R
Z(1709970812.806893),106,0D,4C,0,0,0,0,0,0,R
Z(1709970812.814925),197,0,0,0,0,0,0,0,0,R
Z(1709970812.816843),106,0D,4C,0,0,0,0,0,0,R
Z(1709970812.826875),106,0D,4C,0,0,0,0,0,0,R
Z(1709970812.834925),197,0,0,0,0,0,0,0,0,R
Z(1709970812.836872),106,0D,4C,0,0,0,0,0,0,R
Z(1709970812.840835),280,0,0,4B,6A,0,0,0,0,R
Z(1709970812.842875),284,0,0,0,0,90,0,0,0,R
Z(1709970812.846901),106,0D,4C,0,0,0,0,0,0,R
Z(1709970812.854855),0,0,0,0,0,0,0,0,0,T
Z(1709970812.856873),0,0,0,0,0,0,0,0,0,T
Z(1709970812.866871),0,0,0,0,0,0,0,0,0,T
Z(1709970812.874876),197,0,0,0,0,0,0,0,0,R
Z(1709970812.879403),106,0D,4C,0,0,0,0,0,0,R
Z(1709970812.886843),106,0D,44,0,0,0,0,0,0,R
Z(1709970812.894875),197,0,0,0,0,0,0,0,0,R
Z(1709970812.896884),0,0,0,0,0,0,0,0,0,T
Z(1709970812.900962),103,0,0,0,0,0,0,0,0,R
Z(1709970812.906913),106,0D,44,0,0,0,0,0,0,R
Z(1709970812.914818),0,0,0,0,0,0,0,0,0,T
Z(1709970812.916934),106,0D,44,0,0,0,0,0,0,R
Z(1709970812.926901),106,0D,44,0,0,0,0,0,0,R
Z(1709970812.934926),197,0,0,0,0,0,0,0,0,R
Z(1709970812.937300),0,0,0,0,0,0,0,0,0,T
Z(1709970812.940973),280,0,0,4C,6A,0,0,0,0,R
Z(1709970812.943215),284,0,0,0,0,90,0,0,0,R
Z(1709970812.946967),0,0,0,0,0,0,0,0,0,T
Z(1709970812.954783),0,0,0,0,0,0,0,0,0,T
Z(1709970812.956846),106,0D,3C,0,0,0,0,0,0,R
Z(1709970812.966791),0,0,0,0,0,0,0,0,0,T
Z(1709970812.974808),197,0,0,0,0,0,0,0,0,R
Z(1709970812.976764),106,0D,3C,0,0,0,0,0,0,R
Z(1709970812.986835),106,0D,28,0,0,0,0,0,0,R
Z(1709970812.994807),197,0,0,0,0,0,0,0,0,R
Z(1709970812.996789),0,0,0,0,0,0,0,0,0,T
Z(1709970813.000919),103,0,0,0,0,0,0,0,0,R
Z(1709970813.006866),0,0,0,0,0,0,0,0,0,T
Z(1709970813.014933),197,0,0,0,0,0,0,0,0,R
Z(1709970813.016908),0,0,0,0,0,0,0,0,0,T
Z(1709970813.026860),106,0D,28,0,0,0,0,0,0,R
Z(1709970813.035333),197,0,0,0,0,0,0,0,0,R
Z(1709970813.037037),106,0D,30,0,0,0,0,0,0,R
Z(1709970813.040936),0,0,0,0,0,0,0,0,0,T
Z(1709970813.042886),284,0,0,0,0,90,0,0,0,R
Z(1709970813.046899),106,0D,30,0,0,0,0,0,0,R
Z(1709970813.054893),197,0,0,0,0,0,0,0,0,R
Z(1709970813.056881),106,0D,30,0,0,0,0,0,0,R
Z(1709970813.066888),0,0,0,0,0,0,0,0,0,T
Z(1709970813.074890),197,0,0,0,0,0,0,0,0,R
Z(1709970813.076886),106,0D,38,0,0,0,0,0,0,R
Z(1709970813.086940),106,0D,38,0,0,0,0,0,0,R
Z(1709970813.094940),0,0,0,0,0,0,0,0,0,T
Z(1709970813.096916),106,0D,38,0,0,0,0,0,0,R
Z(1709970813.100969),103,0,0,0,0,0,0,0,0,R
Z(1709970813.106980),106,0D,38,0,0,0,0,0,0,R
Z(1709970813.114966),197,0,0,0,0,0,0,0,0,R
Z(1709970813.116907),106,0D,38,0,0,0,0,0,0,R
Z(1709970813.126903),106,0D,44,0,0,0,0,0,0,R
Z(1709970813.135331),197,0,0,0,0,0,0,0,0,R
Z(1709970813.136892),106,0D,44,0,0,0,0,0,0,R
Z(1709970813.140974),0,0,0,0,0,0,0,0,0,T
Z(1709970813.142914),284,0,0,0,0,90,0,0,0,R
Z(1709970813.146963),106,0D,44,0,0,0,0,0,0,R
Z(1709970813.155046),197,0,0,0,0,0,0,0,0,R
Z(1709970813.157622),0,0,0,0,0,0,0,0,0,T
Z(1709970813.166993),106,0D,44,0,0,0,0,0,0,R
Z(1709970813.174933),0,0,0,0,0,0,0,0,0,T
Z(1709970813.176928),106,0D,50,0,0,0,0,0,0,R
Z(1709970813.186927),106,0D,50,0,0,0,0,0,0,R
Z(1709970813.194867),197,0,0,0,0,0,0,0,0,R
Z(1709970813.196936),0,0,0,0,0,0,0,0,0,T
Z(1709970813.200968),103,0,0,0,0,0,0,0,0,R
Z(1709970813.209002),106,0D,50,0,0,0,0,0,0,R
Z(1709970813.214936),197,0,0,0,0,0,0,0,0,R
Z(1709970813.216958),0,0,0,0,0,0,0,0,0,T
Z(1709970813.226957),0,0,0,0,0,0,0,0,0,T
Z(1709970813.235004),197,0,0,0,0,0,0,0,0,R
Z(1709970813.236949),0,0,0,0,0,0,0,0,0,T
Z(1709970813.240988),280,0,0,4C,6A,0,0,0,0,R
Z(1709970813.242994),284,0,0,0,0,90,0,0,0,R
Z(1709970813.246972),106,0D,48,0,0,0,0,0,0,R
Z(1709970813.254898),197,0,0,0,0,0,0,0,0,R
Z(1709970813.256961),106,0D,48,0,0,0,0,0,0,R
Z(1709970813.266957),0,0,0,0,0,0,0,0,0,T
Z(1709970813.274999),0,0,0,0,0,0,0,0,0,T
Z(1709970813.276965),106,0D,3C,0,0,0,0,0,0,R
Z(1709970813.286963),106,0D,3C,0,0,0,0,0,0,R
Z(1709970813.295031),197,0,0,0,0,0,0,0,0,R
Z(1709970813.296983),106,0D,3C,0,0,0,0,0,0,R
Z(1709970813.300986),103,0,0,0,0,0,0,0,0,R
Z(1709970813.306941),106,0D,3C,0,0,0,0,0,0,R
Z(1709970813.314963),197,0,0,0,0,0,0,0,0,R
Z(1709970813.317021),106,0D,3C,0,0,0,0,0,0,R
Z(1709970813.327025),106,0D,3C,0,0,0,0,0,0,R
Z(1709970813.334987),197,0,0,0,0,0,0,0,0,R
Z(1709970813.336974),0,0,0,0,0,0,0,0,0,T
Z(1709970813.341014),0,0,0,0,0,0,0,0,0,T
Z(1709970813.342963),284,0,0,0,0,8F,0,0,0,R
Z(1709970813.346968),0,0,0,0,0,0,0,0,0,T
Z(1709970813.355757),0,0,0,0,0,0,0,0,0,T
Z(1709970813.357007),0,0,0,0,0,0,0,0,0,T
Z(1709970813.367054),0,0,0,0,0,0,0,0,0,T
Z(1709970813.375001),197,0,0,0,0,0,0,0,0,R
Z(1709970813.376994),0,0,0,0,0,0,0,0,0,T
Z(1709970813.387037),106,0D,38,0,0,0,0,0,0,R
Z(1709970813.395030),197,0,0,0,0,0,0,0,0,R
Z(1709970813.396952),106,0D,38,0,0,0,0,0,0,R
Z(1709970813.401086),103,0,0,0,0,0,0,0,0,R
Z(1709970813.407100),106,0D,34,0,0,0,0,0,0,R
Z(1709970813.415038),197,0,0,0,0,0,0,0,0,R
Z(1709970813.416994),106,0D,34,0,0,0,0,0,0,R
Z(1709970813.427004),0,0,0,0,0,0,0,0,0,T
Z(1709970813.435031),197,0,0,0,0,0,0,0,0,R
Z(1709970813.437081),106,0D,34,0,0,0,0,0,0,R
Z(1709970813.441021),280,0,0,4D,6A,0,0,0,0,R
Z(1709970813.442843),284,0,0,0,0,90,0,0,0,R
Z(1709970813.446983),0,0,0,0,0,0,0,0,0,T
Z(1709970813.455010),197,0,0,0,0,0,0,0,0,R
Z(1709970813.457032),106,0D,34,0,0,0,0,0,0,R
Z(1709970813.467035),106,0D,34,0,0,0,0,0,0,R
Z(1709970813.475034),197,0,0,0,0,0,0,0,0,R
Z(1709970813.477008),106,0D,34,0,0,0,0,0,0,R
Z(1709970813.487008),106,0D,34,0,0,0,0,0,0,R
Z(1709970813.495011),197,0,0,0,0,0,0,0,0,R
Z(1709970813.497025),106,0D,34,0,0,0,0,0,0,R
Z(1709970813.501034),103,0,0,0,0,0,0,0,0,R
Z(1709970813.507011),0,0,0,0,0,0,0,0,0,T
Z(1709970813.514967),197,0,0,0,0,0,0,0,0,R
Z(1709970813.516966),106,0D,2C,0,0,0,0,0,0,R
Z(1709970813.527039),106,0D,2C,0,0,0,0,0,0,R
Z(1709970813.535002),197,0,0,0,0,0,0,0,0,R
Z(1709970813.537296),106,0D,2C,0,0,0,0,0,0,R
Z(1709970813.543513),0,0,0,0,0,0,0,0,0,T
Z(1709970813.545055),284,0,0,0,0,90,0,0,0,R
Z(1709970813.546971),106,0D,2C,0,0,0,0,0,0,R
Z(1709970813.555131),197,0,0,0,0,0,0,0,0,R
Z(1709970813.557054),106,0D,28,0,0,0,0,0,0,R
Z(1709970813.567049),0,0,0,0,0,0,0,0,0,T
Z(1709970813.575032),0,0,0,0,0,0,0,0,0,T
Z(1709970813.577043),106,0D,28,0,0,0,0,0,0,R
Z(1709970813.587045),106,0D,28,0,0,0,0,0,0,R
Z(1709970813.595033),197,0,0,0,0,0,0,0,0,R
Z(1709970813.597020),106,0D,2C,0,0,0,0,0,0,R
Z(1709970813.601077),103,0,0,0,0,0,0,0,0,R
Z(1709970813.607047),0,0,0,0,0,0,0,0,0,T
Z(1709970813.615088),197,0,0,0,0,0,0,0,0,R
Z(1709970813.616943),0,0,0,0,0,0,0,0,0,T
Z(1709970813.627076),106,0D,2C,0,0,0,0,0,0,R
Z(1709970813.635366),197,0,0,0,0,0,0,0,0,R
Z(1709970813.637630),0,0,0,0,0,0,0,0,0,T
Z(1709970813.641362),280,0,0,4D,6A,0,0,0,0,R
Z(1709970813.643098),0,0,0,0,0,0,0,0,0,T
Z(1709970813.647100),0,0,0,0,0,0,0,0,0,T
Z(1709970813.655084),197,0,0,0,0,0,0,0,0,R
Z(1709970813.657063),106,0D,28,0,0,0,0,0,0,R
Z(1709970813.667216),106,0D,28,0,0,0,0,0,0,R
Z(1709970813.675139),197,0,0,0,0,0,0,0,0,R
Z(1709970813.677062),106,0D,28,0,0,0,0,0,0,R
Z(1709970813.687063),106,0D,28,0,0,0,0,0,0,R
Z(1709970813.695059),197,0,0,0,0,0,0,0,0,R
Z(1709970813.697061),106,0D,20,0,0,0,0,0,0,R
Z(1709970813.701089),103,0,0,0,0,0,0,0,0,R
Z(1709970813.707138),106,0D,20,0,0,0,0,0,0,R
Z(1709970813.715053),0,0,0,0,0,0,0,0,0,T
Z(1709970813.717113),106,0D,20,0,0,0,0,0,0,R
Z(1709970813.727080),0,0,0,0,0,0,0,0,0,T
Z(1709970813.735313),197,0,0,0,0,0,0,0,0,R
Z(1709970813.737062),106,0D,20,0,0,0,0,0,0,R
Z(1709970813.741136),280,0,0,4D,6A,0,0,0,0,R
Z(1709970813.743054),284,0,0,0,0,90,0,0,0,R
Z(1709970813.747074),0,0,0,0,0,0,0,0,0,T
Z(1709970813.755624),197,0,0,0,0,0,0,0,0,R
Z(1709970813.757081),0,0,0,0,0,0,0,0,0,T
Z(1709970813.767129),106,0D,20,0,0,0,0,0,0,R
Z(1709970813.775170),0,0,0,0,0,0,0,0,0,T
Z(1709970813.777066),0,0,0,0,0,0,0,0,0,T
Z(1709970813.787087),0,0,0,0,0,0,0,0,0,T
Z(1709970813.795086),197,0,0,0,0,0,0,0,0,R
Z(1709970813.797076),106,0D,20,0,0,0,0,0,0,R
Z(1709970813.801119),103,0,0,0,0,0,0,0,0,R
Z(1709970813.806978),106,0D,20,0,0,0,0,0,0,R
Z(1709970813.815090),0,0,0,0,0,0,0,0,0,T
Z(1709970813.817087),106,0D,20,0,0,0,0,0,0,R
Z(1709970813.827081),106,0D,20,0,0,0,0,0,0,R
Z(1709970813.835152),197,0,0,0,0,0,0,0,0,R
Z(1709970813.837022),106,0D,2C,0,0,0,0,0,0,R
Z(1709970813.841130),0,0,0,0,0,0,0,0,0,T
Z(1709970813.843065),284,0,0,0,0,90,0,0,0,R
Z(1709970813.847072),106,0D,2C,0,0,0,0,0,0,R
Z(1709970813.855092),197,0,0,0,0,0,0,0,0,R
Z(1709970813.857089),106,0D,2C,0,0,0,0,0,0,R
Z(1709970813.867074),106,0D,2C,0,0,0,0,0,0,R
Z(1709970813.875099),197,0,0,0,0,0,0,0,0,R
Z(1709970813.877091),106,0D,2C,0,0,0,0,0,0,R
Z(1709970813.887099),0,0,0,0,0,0,0,0,0,T
Z(1709970813.895109),197,0,0,0,0,0,0,0,0,R
Z(1709970813.897106),106,0D,3C,0,0,0,0,0,0,R
Z(1709970813.901139),103,0,0,0,0,0,0,0,0,R
Z(1709970813.907069),106,0D,3C,0,0,0,0,0,0,R
Z(1709970813.915067),197,0,0,0,0,0,0,0,0,R
Z(1709970813.917114),0,0,0,0,0,0,0,0,0,T
Z(1709970813.927146),106,0D,3C,0,0,0,0,0,0,R
Z(1709970813.935212),197,0,0,0,0,0,0,0,0,R
Z(1709970813.937073),106,0D,3C,0,0,0,0,0,0,R
Z(1709970813.941109),280,0,0,4E,6A,0,0,0,0,R
Z(1709970813.943111),284,0,0,0,0,90,0,0,0,R
Z(1709970813.947238),106,0D,3C,0,0,0,0,0,0,R
Z(1709970813.955431),197,0,0,0,0,0,0,0,0,R
Z(1709970813.957718),0,0,0,0,0,0,0,0,0,T
Z(1709970813.967177),106,0D,3C,0,0,0,0,0,0,R
Z(1709970813.975129),197,0,0,0,0,0,0,0,0,R
Z(1709970813.977112),106,0D,34,0,0,0,0,0,0,R
Z(1709970813.987142),106,0D,34,0,0,0,0,0,0,R
Z(1709970813.995250),197,0,0,0,0,0,0,0,0,R
Z(1709970813.997147),106,0D,34,0,0,0,0,0,0,R
Z(1709970814.001185),103,0,0,0,0,0,0,0,0,R
Z(1709970814.007136),106,0D,34,0,0,0,0,0,0,R
Z(1709970814.015159),197,0,0,0,0,0,0,0,0,R
Z(1709970814.017196),0,0,0,0,0,0,0,0,0,T
Z(1709970814.027130),106,0D,38,0,0,0,0,0,0,R
Z(1709970814.035123),197,0,0,0,0,0,0,0,0,R
Z(1709970814.037140),106,0D,38,0,0,0,0,0,0,R
Z(1709970814.041148),0,0,0,0,0,0,0,0,0,T
Z(1709970814.043115),284,0,0,0,0,90,0,0,0,R
Z(1709970814.047170),106,0D,38,0,0,0,0,0,0,R
Z(1709970814.055154),197,0,0,0,0,0,0,0,0,R
Z(1709970814.057223),106,0D,38,0,0,0,0,0,0,R
Z(1709970814.067158),106,0D,38,0,0,0,0,0,0,R
Z(1709970814.075176),197,0,0,0,0,0,0,0,0,R
Z(1709970814.077212),106,0D,38,0,0,0,0,0,0,R
Z(1709970814.087173),106,0D,38,0,0,0,0,0,0,R
Z(1709970814.095148),197,0,0,0,0,0,0,0,0,R
Z(1709970814.097198),106,0D,38,0,0,0,0,0,0,R
Z(1709970814.101113),103,0,0,0,0,0,0,0,0,R
Z(1709970814.107150),0,0,0,0,0,0,0,0,0,T
Z(1709970814.115178),197,0,0,0,0,0,0,0,0,R
Z(1709970814.117157),106,0D,38,0,0,0,0,0,0,R
Z(1709970814.127190),106,0D,34,0,0,0,0,0,0,R
Z(1709970814.135129),197,0,0,0,0,0,0,0,0,R
Z(1709970814.137243),0,0,0,0,0,0,0,0,0,T
Z(1709970814.141192),0,0,0,0,0,0,0,0,0,T
Z(1709970814.143152),284,0,0,0,0,90,0,0,0,R
Z(1709970814.147183),106,0D,34,0,0,0,0,0,0,R
Z(1709970814.155283),0,0,0,0,0,0,0,0,0,T
Z(1709970814.157401),106,0D,34,0,0,0,0,0,0,R
Z(1709970814.167029),106,0D,40,0,0,0,0,0,0,R
Z(1709970814.175190),197,0,0,0,0,0,0,0,0,R
Z(1709970814.177254),106,0D,40,0,0,0,0,0,0,R
Z(1709970814.187125),106,0D,40,0,0,0,0,0,0,R
Z(1709970814.195176),197,0,0,0,0,0,0,0,0,R
Z(1709970814.197187),106,0D,40,0,0,0,0,0,0,R
Z(1709970814.201198),103,0,0,0,0,0,0,0,0,R
Z(1709970814.207257),0,0,0,0,0,0,0,0,0,T
Z(1709970814.215144),197,0,0,0,0,0,0,0,0,R
Z(1709970814.217089),106,0D,48,0,0,0,0,0,0,R
Z(1709970814.227226),106,0D,48,0,0,0,0,0,0,R
Z(1709970814.235501),197,0,0,0,0,0,0,0,0,R
Z(1709970814.237852),106,0D,48,0,0,0,0,0,0,R
Z(1709970814.241601),280,0,0,4F,6A,0,0,0,0,R
Z(1709970814.243270),284,0,0,0,0,90,0,0,0,R
Z(1709970814.247138),0,0,0,0,0,0,0,0,0,T
Z(1709970814.255249),197,0,0,0,0,0,0,0,0,R
Z(1709970814.257183),0,0,0,0,0,0,0,0,0,T
Z(1709970814.267238),106,0D,48,0,0,0,0,0,0,R
Z(1709970814.275226),197,0,0,0,0,0,0,0,0,R
Z(1709970814.277214),0,0,0,0,0,0,0,0,0,T
Z(1709970814.287247),0,0,0,0,0,0,0,0,0,T
Z(1709970814.295250),0,0,0,0,0,0,0,0,0,T
Z(1709970814.297234),106,0D,48,0,0,0,0,0,0,R
Z(1709970814.301227),103,0,0,0,0,0,0,0,0,R
Z(1709970814.307254),106,0D,48,0,0,0,0,0,0,R
Z(1709970814.315238),197,0,0,0,0,0,0,0,0,R
Z(1709970814.317160),0,0,0,0,0,0,0,0,0,T
Z(1709970814.327283),106,0D,48,0,0,0,0,0,0,R
Z(1709970814.335258),197,0,0,0,0,0,0,0,0,R
Z(1709970814.337324),0,0,0,0,0,0,0,0,0,T
Z(1709970814.341266),0,0,0,0,0,0,0,0,0,T
Z(1709970814.343255),284,0,0,0,0,90,0,0,0,R
Z(1709970814.347273),106,0D,48,0,0,0,0,0,0,R
Z(1709970814.355339),197,0,0,0,0,0,0,0,0,R
Z(1709970814.357524),0,0,0,0,0,0,0,0,0,T
Z(1709970814.367250),106,0D,40,0,0,0,0,0,0,R
Z(1709970814.375263),197,0,0,0,0,0,0,0,0,R
Z(1709970814.377253),0,0,0,0,0,0,0,0,0,T
Z(1709970814.387358),106,0D,40,0,0,0,0,0,0,R
Z(1709970814.395235),197,0,0,0,0,0,0,0,0,R
Z(1709970814.397249),0,0,0,0,0,0,0,0,0,T
Z(1709970814.401236),103,0,0,0,0,0,0,0,0,R
Z(1709970814.407401),0,0,0,0,0,0,0,0,0,T
Z(1709970814.415326),0,0,0,0,0,0,0,0,0,T
Z(1709970814.417239),106,0D,3C,0,0,0,0,0,0,R
Z(1709970814.427241),106,0D,3C,0,0,0,0,0,0,R
Z(1709970814.435229),197,0,0,0,0,0,0,0,0,R
Z(1709970814.437311),106,0D,3C,0,0,0,0,0,0,R
Z(1709970814.441264),280,0,0,4F,6A,0,0,0,0,R
Z(1709970814.443274),284,0,0,0,0,8F,0,0,0,R
Z(1709970814.447270),106,0D,3C,0,0,0,0,0,0,R
Z(1709970814.455261),197,0,0,0,0,0,0,0,0,R
Z(1709970814.457253),106,0D,34,0,0,0,0,0,0,R
Z(1709970814.467249),106,0D,34,0,0,0,0,0,0,R
Z(1709970814.475268),197,0,0,0,0,0,0,0,0,R
Z(1709970814.477255),0,0,0,0,0,0,0,0,0,T
Z(1709970814.487260),106,0D,34,0,0,0,0,0,0,R
Z(1709970814.495232),197,0,0,0,0,0,0,0,0,R
Z(1709970814.497232),106,0D,28,0,0,0,0,0,0,R
Z(1709970814.501283),103,0,0,0,0,0,0,0,0,R
Z(1709970814.507231),106,0D,28,0,0,0,0,0,0,R
Z(1709970814.515232),0,0,0,0,0,0,0,0,0,T
Z(1709970814.517234),106,0D,28,0,0,0,0,0,0,R
Z(1709970814.527228),0,0,0,0,0,0,0,0,0,T
Z(1709970814.535174),0,0,0,0,0,0,0,0,0,T
Z(1709970814.537270),0,0,0,0,0,0,0,0,0,T
Z(1709970814.541286),280,0,0,4F,6A,0,0,0,0,R
Z(1709970814.543370),284,0,0,0,0,90,0,0,0,R
Z(1709970814.547267),0,0,0,0,0,0,0,0,0,T
Z(1709970814.555985),197,0,0,0,0,0,0,0,0,R
Z(1709970814.557328),0,0,0,0,0,0,0,0,0,T
Z(1709970814.567275),0,0,0,0,0,0,0,0,0,T
Z(1709970814.575287),197,0,0,0,0,0,0,0,0,R
Z(1709970814.577255),106,0D,2C,0,0,0,0,0,0,R
Z(1709970814.587275),106,0D,2C,0,0,0,0,0,0,R
Z(1709970814.595289),197,0,0,0,0,0,0,0,0,R
Z(1709970814.597293),0,0,0,0,0,0,0,0,0,T
Z(1709970814.601311),103,0,0,0,0,0,0,0,0,R
Z(1709970814.607238),0,0,0,0,0,0,0,0,0,T
Z(1709970814.615286),197,0,0,0,0,0,0,0,0,R
Z(1709970814.617281),106,0D,38,0,0,0,0,0,0,R
Z(1709970814.627314),106,0D,38,0,0,0,0,0,0,R
Z(1709970814.635338),197,0,0,0,0,0,0,0,0,R
Z(1709970814.637281),0,0,0,0,0,0,0,0,0,T
Z(1709970814.641316),280,0,0,4F,6A,0,0,0,0,R
Z(1709970814.643317),284,0,0,0,0,90,0,0,0,R
Z(1709970814.647305),106,0D,34,0,0,0,0,0,0,R
Z(1709970814.655298),0,0,0,0,0,0,0,0,0,T
Z(1709970814.657334),0,0,0,0,0,0,0,0,0,T
Z(1709970814.667336),106,0D,34,0,0,0,0,0,0,R
Z(1709970814.675226),197,0,0,0,0,0,0,0,0,R
Z(1709970814.677227),106,0D,34,0,0,0,0,0,0,R
Z(1709970814.687303),0,0,0,0,0,0,0,0,0,T
Z(1709970814.695389),197,0,0,0,0,0,0,0,0,R
Z(1709970814.697412),0,0,0,0,0,0,0,0,0,T
Z(1709970814.701461),103,0,0,0,0,0,0,0,0,R
Z(1709970814.707451),106,0D,28,0,0,0,0,0,0,R
Z(1709970814.715497),197,0,0,0,0,0,0,0,0,R
Z(1709970814.717434),0,0,0,0,0,0,0,0,0,T
Z(1709970814.727542),106,0D,28,0,0,0,0,0,0,R
Z(1709970814.735625),197,0,0,0,0,0,0,0,0,R
Z(1709970814.737441),0,0,0,0,0,0,0,0,0,T
Z(1709970814.741583),280,0,0,50,6A,0,0,0,0,R
Z(1709970814.743429),284,0,0,0,0,90,0,0,0,R
Z(1709970814.747512),106,0D,24,0,0,0,0,0,0,R
Z(1709970814.755543),197,0,0,0,0,0,0,0,0,R
Z(1709970814.759661),0,0,0,0,0,0,0,0,0,T
Z(1709970814.768049),106,0D,24,0,0,0,0,0,0,R
Z(1709970814.775560),197,0,0,0,0,0,0,0,0,R
Z(1709970814.779642),106,0D,24,0,0,0,0,0,0,R
Z(1709970814.788334),106,0D,2C,0,0,0,0,0,0,R
